Date,County.Name,Partially.Vaccinated,Fully.Vaccinated,First.Booster.Dose,Second.Booster.Dose
2021-06-17,Washington,101,293,NA,NA
2022-12-07,Montour,1,6,NA,NA
2022-12-09,Montour,1,1,NA,NA
2021-06-24,Blair,33,120,NA,NA
2021-07-13,Lackawanna,119,146,NA,NA
2022-02-28,Allegheny,271,228,368,NA
2022-11-16,Sullivan,NA,NA,NA,NA
2021-02-16,Berks,590,574,NA,NA
2022-08-05,Lackawanna,24,28,23,66
2021-09-07,Centre,71,107,50,NA
2022-06-23,Cambria,4,5,13,36
2021-06-15,Cumberland,250,682,NA,NA
2021-01-29,Susquehanna,146,32,NA,NA
2021-03-17,Allegheny,8937,7003,NA,NA
2022-10-10,Susquehanna,NA,NA,NA,NA
2021-01-29,Warren,38,18,NA,NA
2022-12-29,Elk,NA,1,NA,NA
2022-10-16,Westmoreland,1,1,NA,NA
2021-03-07,Adams,79,38,NA,NA
2022-10-12,Columbia,7,7,NA,NA
2021-06-29,Perry,19,42,NA,NA
2022-02-05,Northumberland,17,18,36,NA
2021-04-13,Franklin,500,623,NA,NA
2021-06-17,Pike,58,79,NA,NA
2021-04-17,Lehigh,623,1029,NA,NA
2021-08-06,Chester,388,317,NA,NA
2021-01-30,Cameron,2,NA,NA,NA
2021-12-09,Butler,183,253,718,NA
2021-07-14,Adams,64,102,NA,NA
2021-04-30,Northumberland,237,336,NA,NA
2021-01-30,Clarion,80,14,NA,NA
2021-04-27,Columbia,108,197,NA,NA
2021-01-30,Clinton,160,8,NA,NA
2021-02-08,Snyder,91,16,NA,NA
2021-04-20,Franklin,649,659,NA,NA
2022-12-01,Washington,12,3,NA,NA
2022-01-31,Erie,74,108,171,NA
2021-01-30,Elk,18,2,NA,NA
2021-07-02,Delaware,330,466,NA,NA
2021-11-12,Dauphin,363,132,1265,NA
2021-01-30,Franklin,195,33,NA,NA
2021-01-30,Fulton,10,2,NA,NA
2021-01-30,Huntingdon,81,127,NA,NA
2021-01-31,Lycoming,173,56,NA,NA
2021-01-30,Jefferson,10,140,NA,NA
2022-09-02,Indiana,4,3,NA,NA
2022-10-22,Clearfield,1,1,NA,NA
2021-03-10,Beaver,376,1286,NA,NA
2022-11-07,Somerset,2,1,NA,NA
2021-01-30,McKean,5,NA,NA,NA
2022-12-09,Philadelphia,204,195,208,NA
2021-12-19,Allegheny,649,204,1129,NA
2022-06-29,Northumberland,21,11,15,43
2021-01-30,Potter,4,NA,NA,NA
2021-01-30,Somerset,185,2,NA,NA
2022-08-03,Delaware,154,113,97,105
2021-01-30,Susquehanna,46,2,NA,NA
2021-11-24,Tioga,73,15,180,NA
2022-07-09,Lancaster,20,14,26,66
2021-01-30,Venango,35,4,NA,NA
2021-01-30,Warren,1,1,NA,NA
2022-12-26,Wyoming,NA,NA,NA,NA
2022-04-28,Lancaster,62,73,107,948
2022-03-10,Westmoreland,47,37,73,NA
2022-09-29,Mifflin,1,1,NA,NA
2021-07-18,Snyder,3,4,NA,NA
2022-06-03,Snyder,1,1,3,9
2021-01-31,Armstrong,29,10,NA,NA
2021-01-31,Beaver,19,7,NA,NA
2021-01-31,Bedford,21,NA,NA,NA
2021-05-25,Warren,47,248,NA,NA
2021-03-31,Berks,1986,1173,NA,NA
2022-06-24,Northumberland,7,4,12,49
2021-01-31,Cambria,38,4,NA,NA
2021-01-31,Cameron,1,NA,NA,NA
2022-11-19,Tioga,1,NA,NA,NA
2021-02-10,Bradford,188,122,NA,NA
2021-04-10,Wyoming,83,162,NA,NA
2021-01-31,Clarion,12,NA,NA,NA
2021-01-31,Clearfield,63,1,NA,NA
2021-01-31,Clinton,69,4,NA,NA
2021-01-31,Columbia,198,194,NA,NA
2021-01-31,Crawford,7,2,NA,NA
2021-06-29,Luzerne,235,373,NA,NA
2021-01-31,Elk,3,NA,NA,NA
2021-03-01,Indiana,85,88,NA,NA
2021-01-31,Fayette,98,7,NA,NA
2022-01-09,Westmoreland,106,67,207,NA
2021-01-31,Huntingdon,15,3,NA,NA
2022-12-07,Fulton,NA,NA,NA,NA
2021-01-31,Jefferson,2,NA,NA,NA
2021-01-31,Juniata,29,NA,NA,NA
2021-07-30,Clarion,47,20,NA,NA
2022-07-01,Lebanon,14,14,19,35
2021-01-31,Lawrence,247,2,NA,NA
2021-01-31,Lebanon,63,7,NA,NA
2022-06-25,Luzerne,18,7,12,19
2021-10-11,Lawrence,79,48,99,NA
2021-01-31,McKean,1,NA,NA,NA
2021-01-31,Mercer,17,1,NA,NA
2021-08-15,Pike,27,10,3,NA
2022-07-25,Lebanon,14,12,19,55
2021-07-19,Indiana,23,24,NA,NA
2021-02-01,Centre,696,74,NA,NA
2021-12-03,Fayette,163,98,488,NA
2021-01-31,Perry,6,10,NA,NA
2021-06-22,Lebanon,116,264,NA,NA
2021-01-31,Potter,1,NA,NA,NA
2021-10-28,Wayne,38,28,160,NA
2021-01-31,Somerset,9,NA,NA,NA
2021-01-31,Sullivan,3,NA,NA,NA
2021-01-31,Susquehanna,17,12,NA,NA
2021-01-31,Tioga,28,NA,NA,NA
2021-08-18,Erie,228,173,53,NA
2021-01-31,Venango,6,NA,NA,NA
2021-01-31,Warren,NA,1,NA,NA
2022-12-26,Luzerne,2,2,NA,NA
2021-01-31,Wayne,48,13,NA,NA
2021-11-12,Lancaster,661,207,2047,NA
2022-11-07,Greene,1,1,NA,NA
2022-12-22,Berks,15,5,NA,NA
2021-04-14,Huntingdon,57,76,NA,NA
2022-08-26,Berks,39,44,35,36
2022-11-10,Armstrong,1,1,NA,NA
2022-04-12,Washington,40,43,46,329
2022-04-21,York,51,67,92,595
2021-02-01,Cameron,28,51,NA,NA
2021-03-27,Venango,34,50,NA,NA
2022-05-18,Allegheny,198,278,293,1123
2021-03-06,Centre,139,491,NA,NA
2021-11-24,Mercer,97,28,177,NA
2022-06-12,Chester,30,31,46,96
2021-01-20,Bucks,1732,1189,NA,NA
2022-01-03,Dauphin,323,197,580,NA
2022-04-20,Monroe,24,32,28,95
2022-12-17,Pike,2,NA,NA,NA
2021-06-09,Northumberland,102,215,NA,NA
2022-01-17,Luzerne,109,96,218,NA
2021-10-06,Delaware,567,466,955,NA
2021-01-04,Northumberland,267,28,NA,NA
2021-02-01,Forest,20,2,NA,NA
2021-11-03,Lawrence,88,36,191,NA
2021-02-01,Fulton,3,2,NA,NA
2021-02-01,Greene,49,14,NA,NA
2022-07-13,Lackawanna,36,11,22,71
2021-11-03,Fayette,105,62,439,NA
2021-04-19,Somerset,166,515,NA,NA
2021-06-07,York,412,1026,NA,NA
2022-04-29,Bedford,6,3,3,9
2022-01-12,Schuylkill,107,64,307,NA
2021-05-20,Centre,398,509,NA,NA
2021-04-13,Clinton,105,100,NA,NA
2022-10-19,Lycoming,5,2,NA,NA
2021-12-21,Clearfield,66,58,294,NA
2020-12-21,Wyoming,19,NA,NA,NA
2021-11-26,Adams,65,41,157,NA
2022-05-14,Wyoming,1,2,2,5
2021-02-01,Montour,6,6,NA,NA
2022-11-23,Blair,1,1,NA,NA
2021-03-03,Philadelphia,11176,2595,NA,NA
2021-02-01,Perry,14,2,NA,NA
2022-04-24,Wayne,2,2,1,6
2022-04-27,Montour,5,6,12,78
2021-02-01,Potter,NA,2,NA,NA
2021-02-01,Snyder,12,2,NA,NA
2021-01-09,Berks,328,29,NA,NA
2021-02-01,Sullivan,4,NA,NA,NA
2021-06-25,Beaver,73,203,NA,NA
2022-01-28,Butler,98,97,213,NA
2021-02-01,Union,23,4,NA,NA
2022-09-13,Westmoreland,16,14,1,NA
2021-02-01,Warren,47,30,NA,NA
2021-02-08,Berks,545,692,NA,NA
2021-06-22,Montgomery,542,1081,NA,NA
2021-08-03,Armstrong,59,44,NA,NA
2021-02-02,Adams,84,42,NA,NA
2022-07-30,Erie,9,6,12,22
2022-05-06,Greene,2,9,6,41
2021-08-17,Bucks,630,571,288,NA
2021-10-14,Lehigh,152,152,314,NA
2021-10-25,Venango,54,30,156,NA
2021-02-22,Northampton,630,1312,NA,NA
2021-10-07,Blair,66,70,125,NA
2021-10-23,Elk,5,9,38,NA
2022-02-06,Lehigh,53,48,81,NA
2021-02-02,Cameron,19,1,NA,NA
2021-07-26,Mercer,77,26,NA,NA
2021-01-20,Jefferson,141,303,NA,NA
2022-03-25,Lawrence,9,12,9,NA
2022-12-03,Allegheny,20,13,NA,NA
2021-08-07,Philadelphia,1347,805,NA,NA
2021-03-22,Berks,1235,446,NA,NA
2021-01-13,Allegheny,2691,832,NA,NA
2021-02-02,Forest,42,2,NA,NA
2022-11-30,Susquehanna,2,NA,NA,NA
2021-02-02,Fulton,4,1,NA,NA
2021-11-19,Schuylkill,151,59,450,NA
2021-03-09,Northampton,1022,1191,NA,NA
2022-05-12,Erie,34,48,45,270
2021-04-17,Wyoming,71,95,NA,NA
2022-09-21,Indiana,2,6,NA,NA
2022-08-30,Northampton,26,10,18,31
2021-10-24,Delaware,193,136,499,NA
2022-11-04,Westmoreland,8,10,NA,NA
2021-03-22,Union,104,37,NA,NA
2021-10-25,Dauphin,235,127,811,NA
2021-02-02,McKean,18,14,NA,NA
2022-02-19,Montgomery,166,140,295,NA
2021-04-08,Somerset,205,602,NA,NA
2021-08-25,Lancaster,426,432,82,NA
2022-11-28,Venango,3,1,NA,NA
2021-04-09,Erie,961,2034,NA,NA
2022-11-08,Jefferson,1,3,NA,NA
2022-04-13,Allegheny,307,405,363,1513
2022-09-18,York,4,6,NA,NA
2021-09-17,Cumberland,211,318,37,NA
2021-02-02,Somerset,113,17,NA,NA
2021-02-02,Sullivan,5,4,NA,NA
2021-02-02,Tioga,246,44,NA,NA
2021-02-10,Crawford,149,12,NA,NA
2021-02-02,Venango,91,12,NA,NA
2021-10-09,Monroe,67,62,42,NA
2022-05-17,Montour,1,5,3,26
2021-01-05,Blair,149,1,NA,NA
2021-02-27,Perry,97,122,NA,NA
2022-02-18,Delaware,205,242,299,NA
2022-12-30,Lehigh,17,5,NA,NA
2021-01-29,Armstrong,396,149,NA,NA
2021-04-19,Columbia,230,247,NA,NA
2022-02-01,Lehigh,123,291,355,NA
2021-08-10,Cambria,128,91,NA,NA
2021-02-03,Bedford,123,39,NA,NA
2021-09-18,Northampton,181,197,52,NA
2022-12-30,Dauphin,9,6,NA,NA
2022-09-19,Luzerne,11,6,2,NA
2022-10-15,Lehigh,1,3,NA,NA
2022-06-03,Luzerne,70,34,41,193
2021-02-03,Cameron,27,13,NA,NA
2022-11-17,Centre,15,15,NA,NA
2022-01-10,Washington,172,115,336,NA
2022-01-18,Adams,44,61,104,NA
2021-03-13,Fayette,575,2323,NA,NA
2021-01-20,Clearfield,135,275,NA,NA
2022-05-30,Allegheny,15,9,18,69
2023-01-03,Lehigh,7,3,NA,NA
2021-02-03,Elk,78,62,NA,NA
2022-10-23,Dauphin,3,2,NA,NA
2022-10-10,Somerset,4,1,NA,NA
2021-11-17,Cumberland,543,142,1110,NA
2022-07-08,Wayne,7,3,6,11
2021-02-03,Fulton,13,5,NA,NA
2021-03-13,Lehigh,576,1316,NA,NA
2021-03-05,Mercer,487,1692,NA,NA
2021-10-06,Dauphin,199,173,230,NA
2021-02-03,Juniata,97,70,NA,NA
2022-02-08,Westmoreland,75,87,125,NA
2021-02-03,McKean,26,14,NA,NA
2021-10-28,Crawford,52,26,132,NA
2021-02-11,Washington,777,347,NA,NA
2022-12-08,Armstrong,1,NA,NA,NA
2021-02-17,Philadelphia,3818,3042,NA,NA
2021-12-02,Lawrence,174,72,385,NA
2022-10-10,Jefferson,1,NA,NA,NA
2021-09-24,Dauphin,202,240,121,NA
2021-01-25,Lycoming,454,325,NA,NA
2021-02-03,Potter,9,4,NA,NA
2022-06-22,Northumberland,7,8,11,37
2022-04-28,Butler,13,21,20,113
2021-12-16,Mercer,107,53,306,NA
2021-02-03,Sullivan,11,8,NA,NA
2022-10-27,Snyder,1,NA,NA,NA
2022-06-15,Indiana,6,2,2,15
2022-01-02,Luzerne,124,77,167,NA
2022-12-30,Pike,NA,NA,NA,NA
2021-04-27,Luzerne,1157,813,NA,NA
2021-03-26,Union,146,170,NA,NA
2021-03-20,Lebanon,465,499,NA,NA
2022-11-19,Cambria,1,1,NA,NA
2022-04-18,Dauphin,33,39,51,255
2022-09-16,Butler,15,14,2,NA
2022-12-10,Westmoreland,2,2,NA,NA
2022-07-01,Washington,34,11,27,39
2021-05-23,Lycoming,165,188,NA,NA
2022-07-06,Luzerne,80,51,60,131
2021-07-31,Butler,107,65,NA,NA
2021-02-04,Cameron,23,9,NA,NA
2021-05-08,Lehigh,360,3200,NA,NA
2022-12-04,Union,NA,NA,NA,NA
2021-07-31,Wayne,20,12,NA,NA
2020-12-31,Centre,58,NA,NA,NA
2021-11-14,Westmoreland,147,44,257,NA
2022-08-08,Bradford,1,3,6,10
2022-10-30,Jefferson,NA,NA,NA,NA
2021-01-18,Pike,72,4,NA,NA
2021-02-04,Elk,100,74,NA,NA
2021-02-04,Forest,24,9,NA,NA
2021-03-12,Schuylkill,802,751,NA,NA
2021-02-04,Fulton,12,4,NA,NA
2021-09-02,Franklin,131,128,17,NA
2021-09-27,Clinton,12,17,15,NA
2022-03-04,Lehigh,99,152,221,NA
2021-02-04,Juniata,146,23,NA,NA
2021-07-16,Cumberland,144,190,NA,NA
2021-07-12,Cameron,6,4,NA,NA
2022-01-20,Erie,140,168,209,NA
2022-01-18,Centre,72,65,162,NA
2021-02-14,Dauphin,29,78,NA,NA
2021-02-04,McKean,67,212,NA,NA
2021-02-12,Union,96,80,NA,NA
2021-03-24,Wyoming,151,72,NA,NA
2022-12-19,Lebanon,4,NA,NA,NA
2021-02-04,Perry,212,70,NA,NA
2021-02-04,Pike,149,35,NA,NA
2021-02-04,Potter,29,5,NA,NA
2022-09-14,Westmoreland,12,8,2,NA
2021-02-04,Sullivan,83,3,NA,NA
2021-03-19,Washington,1440,925,NA,NA
2022-11-06,Lackawanna,1,1,NA,NA
2021-02-04,Venango,130,15,NA,NA
2021-09-17,Montour,12,50,14,NA
2021-08-15,Clearfield,20,20,2,NA
2022-09-28,Bradford,2,2,NA,NA
2021-03-26,Clinton,91,89,NA,NA
2022-11-21,Berks,14,9,NA,NA
2021-10-08,Lebanon,85,80,120,NA
2021-04-28,Schuylkill,329,1196,NA,NA
2022-02-23,Somerset,12,5,16,NA
2022-05-19,Westmoreland,35,31,51,246
2022-09-25,Butler,1,NA,2,NA
2021-07-06,Allegheny,505,988,NA,NA
2021-12-02,Columbia,55,35,185,NA
2021-10-05,Delaware,419,331,848,NA
2021-02-05,Cameron,32,6,NA,NA
2021-02-16,Cambria,199,338,NA,NA
2021-03-09,Lebanon,442,422,NA,NA
2021-03-20,Columbia,478,30,NA,NA
2021-02-05,Clinton,214,19,NA,NA
2022-06-07,Adams,6,9,10,60
2020-12-26,Lancaster,164,NA,NA,NA
2021-01-21,Erie,1122,331,NA,NA
2021-10-18,Indiana,37,34,51,NA
2021-06-26,Erie,91,208,NA,NA
2021-02-02,Dauphin,706,198,NA,NA
2022-11-16,Franklin,5,4,NA,NA
2022-02-13,Northampton,29,46,26,NA
2021-02-05,Forest,32,8,NA,NA
2022-11-29,Bedford,NA,1,NA,NA
2021-02-05,Fulton,71,23,NA,NA
2021-02-05,Greene,207,10,NA,NA
2021-05-11,Montour,9,30,NA,NA
2022-11-28,Schuylkill,5,2,NA,NA
2022-11-04,York,13,7,NA,NA
2022-10-19,Warren,NA,2,NA,NA
2022-06-16,Cumberland,34,29,58,120
2021-09-30,Montour,17,16,69,NA
2021-10-27,Susquehanna,24,12,175,NA
2021-04-06,Juniata,31,74,NA,NA
2021-04-21,Northampton,1826,1651,NA,NA
2021-08-03,Washington,217,98,NA,NA
2022-07-19,Berks,72,38,47,169
2021-09-05,Philadelphia,690,723,109,NA
2022-01-06,Clearfield,47,23,81,NA
2021-10-10,Lycoming,14,18,25,NA
2022-06-13,Dauphin,30,28,46,108
2021-01-08,Indiana,29,89,NA,NA
2022-09-30,Dauphin,25,14,2,NA
2022-09-27,Dauphin,10,12,3,NA
2022-10-12,Centre,8,7,3,NA
2021-01-16,Carbon,26,1,NA,NA
2021-02-05,Susquehanna,166,78,NA,NA
2022-05-24,Columbia,10,3,11,62
2021-01-07,Lebanon,341,26,NA,NA
2022-06-13,Montour,2,1,NA,14
2021-02-05,Warren,25,19,NA,NA
2022-01-18,Lackawanna,101,117,186,NA
2021-10-25,Luzerne,283,177,1524,NA
2021-12-28,Armstrong,50,33,139,NA
2022-04-28,Schuylkill,13,35,22,98
2022-09-21,Lehigh,35,24,8,NA
2020-12-17,Blair,2,NA,NA,NA
2022-10-05,Northumberland,3,6,NA,NA
2022-01-22,Beaver,89,45,128,NA
2021-06-09,Northampton,360,1163,NA,NA
2021-11-15,York,458,221,1168,NA
2022-02-08,Dauphin,109,147,162,NA
2021-02-06,Cameron,13,NA,NA,NA
2022-05-13,Dauphin,36,54,78,251
2022-01-08,York,343,175,591,NA
2021-06-21,Monroe,168,152,NA,NA
2021-02-06,Clarion,32,4,NA,NA
2022-11-19,Wyoming,NA,NA,NA,NA
2022-06-06,Armstrong,2,2,10,34
2022-05-13,Pike,9,14,7,49
2021-06-06,Cambria,14,31,NA,NA
2022-02-08,Philadelphia,998,1490,1097,NA
2021-01-25,Northumberland,318,107,NA,NA
2022-04-29,Luzerne,50,50,59,349
2021-02-06,Elk,32,NA,NA,NA
2022-02-11,Fayette,31,42,54,NA
2021-02-06,Forest,5,NA,NA,NA
2021-02-06,Fulton,8,1,NA,NA
2021-03-21,Lancaster,1557,1458,NA,NA
2021-09-03,Columbia,61,84,57,NA
2021-02-06,Juniata,55,73,NA,NA
2021-02-08,Wyoming,81,62,NA,NA
2021-04-26,Mifflin,54,112,NA,NA
2022-12-22,Crawford,NA,NA,NA,NA
2021-02-05,Columbia,312,148,NA,NA
2021-02-06,McKean,62,3,NA,NA
2022-06-09,Luzerne,27,22,45,130
2021-02-06,Mifflin,146,22,NA,NA
2022-03-13,York,22,24,22,NA
2022-10-13,Monroe,12,9,NA,NA
2022-11-09,Warren,2,1,NA,NA
2022-10-30,Lancaster,4,6,NA,NA
2022-10-21,Lackawanna,3,12,NA,NA
2021-03-30,Beaver,488,1424,NA,NA
2021-02-06,Potter,21,NA,NA,NA
2021-12-17,Monroe,205,75,594,NA
2021-02-06,Snyder,100,42,NA,NA
2021-02-06,Somerset,66,48,NA,NA
2021-02-06,Sullivan,14,3,NA,NA
2021-02-06,Tioga,73,1,NA,NA
2021-01-20,Washington,758,461,NA,NA
2021-02-06,Warren,29,3,NA,NA
2022-11-20,Dauphin,1,2,NA,NA
2021-12-10,Montgomery,1420,1163,4041,NA
2022-02-02,Chester,234,287,348,NA
2021-02-06,Wyoming,59,19,NA,NA
2022-01-22,Chester,485,117,638,NA
2022-11-08,Forest,NA,NA,NA,NA
2021-02-07,Adams,37,18,NA,NA
2022-01-20,Franklin,59,62,140,NA
2021-02-07,Armstrong,124,126,NA,NA
2021-02-07,Bedford,1,2,NA,NA
2022-08-23,Washington,31,16,31,43
2021-02-07,Blair,107,8,NA,NA
2021-02-07,Bradford,5,4,NA,NA
2021-01-27,Erie,759,434,NA,NA
2021-11-05,Dauphin,279,151,985,NA
2021-02-07,Cambria,59,4,NA,NA
2021-10-15,Perry,20,26,20,NA
2021-02-07,Clarion,15,8,NA,NA
2021-02-07,Clearfield,24,1,NA,NA
2021-02-07,Clinton,87,2,NA,NA
2022-04-09,Greene,2,2,4,22
2021-02-07,Crawford,1,NA,NA,NA
2021-12-19,Chester,555,335,691,NA
2021-11-10,Philadelphia,2461,1218,4268,NA
2021-02-07,Elk,1,NA,NA,NA
2021-10-07,Clearfield,34,35,82,NA
2021-02-07,Fayette,19,47,NA,NA
2021-02-07,Fulton,10,NA,NA,NA
2021-02-07,Greene,1,1,NA,NA
2022-10-23,Monroe,2,2,NA,NA
2021-02-07,Indiana,1,24,NA,NA
2021-02-07,Jefferson,1,NA,NA,NA
2021-02-07,Juniata,48,1,NA,NA
2022-01-22,Lycoming,35,13,74,NA
2022-10-28,Clinton,1,NA,NA,NA
2021-10-04,Lackawanna,104,110,283,NA
2021-02-07,Lebanon,26,7,NA,NA
2021-06-29,Montgomery,463,764,NA,NA
2022-07-27,York,89,36,70,262
2021-02-07,Mercer,11,3,NA,NA
2021-02-07,Mifflin,193,4,NA,NA
2021-10-28,Lebanon,90,66,373,NA
2021-09-11,Centre,43,52,17,NA
2021-08-18,Lebanon,161,61,18,NA
2021-02-07,Perry,27,5,NA,NA
2022-12-29,Mifflin,1,NA,NA,NA
2021-02-07,Pike,15,11,NA,NA
2022-11-28,Lehigh,11,17,NA,NA
2021-02-07,Somerset,14,7,NA,NA
2021-02-07,Sullivan,7,1,NA,NA
2021-02-07,Susquehanna,22,1,NA,NA
2021-02-07,Tioga,8,2,NA,NA
2021-02-07,Venango,2,NA,NA,NA
2021-02-07,Warren,4,1,NA,NA
2021-04-16,Crawford,518,435,NA,NA
2022-07-23,Lehigh,56,12,16,62
2021-06-20,Cameron,1,NA,NA,NA
2021-02-07,Wyoming,53,2,NA,NA
2021-05-17,Bradford,78,93,NA,NA
2021-02-01,Allegheny,3348,2820,NA,NA
2022-11-09,Indiana,1,1,NA,NA
2021-02-25,Carbon,144,237,NA,NA
2022-11-21,Perry,NA,1,NA,NA
2021-06-11,Perry,38,127,NA,NA
2021-02-08,Bedford,64,26,NA,NA
2021-04-07,Centre,674,2378,NA,NA
2021-08-03,Perry,45,28,NA,NA
2022-11-07,Wyoming,NA,NA,NA,NA
2022-04-04,Lehigh,62,61,93,774
2022-12-09,Potter,NA,NA,NA,NA
2022-10-03,Armstrong,3,1,NA,NA
2021-02-08,Cameron,13,16,NA,NA
2021-06-04,Butler,206,609,NA,NA
2021-07-16,Berks,361,397,NA,NA
2022-08-05,Clearfield,5,6,4,27
2021-02-08,Clarion,38,6,NA,NA
2021-03-08,Tioga,71,38,NA,NA
2022-11-02,Pike,2,NA,NA,NA
2022-11-26,McKean,NA,NA,NA,NA
2021-09-15,Carbon,43,57,15,NA
2021-04-29,Lackawanna,831,1202,NA,NA
2021-04-08,Susquehanna,144,151,NA,NA
2021-02-08,Elk,86,23,NA,NA
2021-10-20,Lancaster,237,231,844,NA
2021-04-26,Union,35,126,NA,NA
2021-02-08,Forest,24,NA,NA,NA
2021-06-29,Schuylkill,75,110,NA,NA
2022-10-19,Butler,25,18,NA,NA
2021-02-08,Greene,30,16,NA,NA
2021-02-08,Indiana,66,26,NA,NA
2021-11-18,Mifflin,70,25,142,NA
2021-02-08,Juniata,64,5,NA,NA
2021-11-18,Allegheny,2740,553,5047,NA
2021-06-06,Bucks,211,523,NA,NA
2021-10-01,Union,15,25,149,NA
2022-11-08,Luzerne,18,19,NA,NA
2022-04-26,Pike,6,12,13,39
2021-12-14,Potter,10,24,32,NA
2021-10-08,Warren,14,39,19,NA
2022-12-15,Schuylkill,1,NA,NA,NA
2021-02-08,Mifflin,188,11,NA,NA
2022-12-12,Centre,6,2,NA,NA
2022-10-08,Westmoreland,5,2,1,NA
2022-05-15,Berks,15,11,27,76
2022-06-18,Cumberland,17,14,19,37
2022-11-01,Bucks,50,35,NA,NA
2021-02-08,Potter,13,NA,NA,NA
2021-03-03,Bradford,142,150,NA,NA
2021-07-28,Northampton,225,261,NA,NA
2021-10-12,Fayette,101,63,212,NA
2021-02-08,Sullivan,12,2,NA,NA
2021-11-08,Blair,125,50,449,NA
2022-02-16,Adams,12,17,25,NA
2021-09-13,Blair,55,84,7,NA
2021-02-08,Warren,12,7,NA,NA
2022-11-28,Mifflin,2,NA,NA,NA
2022-12-10,Cambria,NA,NA,NA,NA
2021-01-08,Montgomery,2217,668,NA,NA
2022-02-13,Berks,41,72,43,NA
2021-02-25,Clearfield,127,216,NA,NA
2022-11-06,Huntingdon,NA,NA,NA,NA
2021-03-30,Pike,145,154,NA,NA
2021-01-20,Allegheny,4392,1593,NA,NA
2022-04-14,Lycoming,20,23,27,94
2022-01-14,Delaware,769,236,1630,NA
2022-04-14,Snyder,3,3,5,45
2021-01-04,Fayette,77,1,NA,NA
2021-02-09,Cameron,14,2,NA,NA
2021-11-19,Susquehanna,34,13,162,NA
2021-11-07,Cambria,44,37,91,NA
2022-04-01,Adams,12,18,17,83
2021-11-21,Susquehanna,7,1,22,NA
2021-12-21,Lackawanna,285,167,819,NA
2021-03-23,Union,358,46,NA,NA
2022-08-11,Delaware,163,118,145,135
2022-02-14,Berks,84,155,140,NA
2021-02-13,Crawford,381,536,NA,NA
2021-10-10,Cambria,23,38,33,NA
2022-11-08,York,32,14,NA,NA
2021-04-06,Carbon,414,248,NA,NA
2021-01-10,Delaware,427,210,NA,NA
2021-02-09,Fulton,2,2,NA,NA
2021-02-09,Greene,38,11,NA,NA
2021-06-22,Philadelphia,1976,2796,NA,NA
2022-03-21,Crawford,4,9,8,NA
2021-11-08,Lebanon,161,94,668,NA
2022-01-02,Chester,367,111,582,NA
2022-09-28,Cambria,5,7,NA,NA
2021-08-30,Clarion,14,29,3,NA
2021-05-01,Jefferson,16,19,NA,NA
2022-09-27,Snyder,NA,NA,NA,NA
2021-02-09,McKean,74,11,NA,NA
2021-04-14,Washington,1021,1319,NA,NA
2021-02-09,Mifflin,215,101,NA,NA
2021-01-30,Butler,598,117,NA,NA
2021-03-06,Mifflin,36,159,NA,NA
2023-01-03,Beaver,3,1,NA,NA
2022-06-22,Adams,7,2,10,29
2021-07-05,Montgomery,316,407,NA,NA
2021-11-22,Lackawanna,297,87,939,NA
2021-09-20,Berks,277,327,78,NA
2021-02-09,Potter,40,20,NA,NA
2022-03-03,Greene,5,5,7,NA
2022-08-01,Union,19,2,7,15
2021-02-09,Venango,218,67,NA,NA
2021-02-09,Warren,96,55,NA,NA
2022-11-30,Cumberland,9,16,NA,NA
2021-12-23,Carbon,59,13,111,NA
2022-06-01,Adams,7,5,23,85
2022-10-19,Perry,2,NA,NA,NA
2021-11-27,Philadelphia,770,795,2015,NA
2021-12-05,Dauphin,163,123,278,NA
2021-05-20,Cumberland,855,1310,NA,NA
2021-02-10,Armstrong,123,90,NA,NA
2021-04-16,Franklin,256,802,NA,NA
2021-10-12,Lebanon,66,123,149,NA
2022-05-03,Monroe,27,41,37,190
2021-02-10,Blair,380,122,NA,NA
2022-01-26,Monroe,79,51,104,NA
2021-01-22,Forest,72,1,NA,NA
2021-12-21,Butler,305,241,709,NA
2021-07-08,Somerset,29,37,NA,NA
2021-05-29,Lycoming,40,93,NA,NA
2022-12-06,Delaware,49,30,NA,NA
2021-08-20,Erie,197,184,59,NA
2021-02-10,Clarion,64,18,NA,NA
2021-09-28,Berks,270,265,383,NA
2021-07-18,Erie,42,54,NA,NA
2022-12-23,Armstrong,NA,NA,NA,NA
2021-07-22,Luzerne,230,200,NA,NA
2021-02-16,Northumberland,351,315,NA,NA
2021-12-15,Blair,128,89,319,NA
2021-02-11,Elk,795,23,NA,NA
2021-02-10,Fulton,117,1,NA,NA
2021-02-10,Greene,144,29,NA,NA
2022-12-24,Cumberland,NA,NA,NA,NA
2021-02-10,Juniata,148,75,NA,NA
2021-12-01,Bradford,74,32,155,NA
2022-07-29,Armstrong,9,7,5,29
2021-10-06,Philadelphia,1412,1459,1967,NA
2021-07-09,Montgomery,454,632,NA,NA
2022-11-09,Fayette,2,4,NA,NA
2022-03-05,Allegheny,132,109,202,NA
2022-05-09,York,53,59,84,299
2022-07-25,Chester,113,59,96,229
2022-01-16,Allegheny,431,160,779,NA
2022-12-19,Luzerne,9,3,NA,NA
2021-04-21,Clarion,64,74,NA,NA
2021-10-09,Mifflin,27,36,83,NA
2022-05-07,Lycoming,6,5,8,36
2021-01-17,Montour,41,52,NA,NA
2021-08-07,Lehigh,325,200,NA,NA
